"User Name","User Profile","User Avatar","User Location","Rating","Rating Text","Review Title","Review Text","Trip Type","Helpful Votes","Photos","Published Date","Disclaimer"
"Linda B","https://www.tripadvisor.com/Profile/M9214XSlindab","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg","Washington DC, DC","5","Sep 2024 • Family","Fabulous Full Day Trip - Air flight Over GC, Breath Taking Hike, Float Through Glen Canyon - Don't Miss It","The one hour plane flight over the Grand Canyon was the highlight of our 4 day Grand Canyon Trip. Captain Sam and First Officer Zach were incredible hosts and made the trip for my grand daughter very, very special. This was a my gift to her for her graduation from college. The views from the plane were fantastic. My second favorite part of the entire trip was this trip's hike through Lower Antelope Canyon - so unusual and beautiful. The guides for all three parts - air, hike and float - were outstanding. Don't miss this trip if you can afford it - it's well worth the price tag.","Family","0","https://media-cdn.tripadvisor.com/media/photo-o/2d/79/5b/32/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/79/54/15/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/79/52/b3/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/79/52/15/caption.jpg","Written September 15, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"robert","https://www.tripadvisor.com/Profile/Tourist12347960371","","Munich, Germany","5","","Great sightseeing flight.","Our pilot Jack flew us very professionally over the Grand Canyon. Great, unforgettable experience, highly recommended.","","0","","Written September 3, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Nick F","https://www.tripadvisor.com/Profile/B7998CYnickf","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg","","5","Aug 2024 • Family","Just book it!","Just book it! Amazing Experience and fantastic views of the Grand Canyon. Ample photo opportunities and a pre-recorded commentary. Captain Jack was very knowledgeable and considerate. We drove to the canyon rim after the flight and you don’t get the same appreciation of the scale as you do from the air. Well worth it.","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/59/d8/97/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2d/59/d8/96/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/59/d8/95/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/59/d8/94/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2d/59/d8/93/caption.jpg","Written September 3, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Frédéric T","https://www.tripadvisor.com/Profile/764fr_d_rict","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg","Paris, France","5","","Shaken but seduced","Very nice flight, well reviewed. We chose an afternoon flight and it seems that the early morning ones are quieter because we were a little shaken, which makes the experience a little less fun 😁","","0","","Written August 3, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Desiree M","https://www.tripadvisor.com/Profile/J6384YHdesireem","","","5","","Fantastic family day!!!!","We had a fantastic time. The pilot was great! All of our tour guides were very informative. I'm glad we went on this trip and would definitely recommend it.  My 12 year old loved it!  Make sure to bring extra snacks, water,  sunscreen, clothes, and a phone charger. There are outlets on the bus but very little service.  ","","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/af/64/85/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/af/64/84/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/af/64/83/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/af/64/82/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2c/af/64/81/caption.jpg","Written June 27, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Dave E","https://www.tripadvisor.com/Profile/daveeG4383NV","https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/63/avatar041.jpg","","1","Jun 2024 • Couples","Find another boat tour. Too much travel time.","Be sure you realize that you will be on a bus for 9 plus hours. <br />Be prepared that the ride on the boat has 47 degree water splashing on you.<br />Nice scenery if you have properly prepared. We had an awful time. <br />Too much time setting on a Bus with crazy kids running the aisle.","Couples","0","","Written June 14, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"lindavZ7491XF","https://www.tripadvisor.com/Profile/lindavZ7491XF","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg","Savannah, MO","5","May 2024 • Couples","Must go tour!!","We were so happy with this tour!! Lots of great views and informative guides. Guides were knowledgeable in great photo ops! Well worth the price!","Couples","0","","Written June 3, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Bernhard1972","https://www.tripadvisor.com/Profile/Bernhard1972","https://media-cdn.tripadvisor.com/media/photo-s/07/9d/c2/9b/bernhard-k.jpg","Barcelona, Spain","5","May 2024 • Friends","Great Experience","By plane it's certainly not as ""exciting"" as by helicopter, but the flight is really great, you see a large area, the audio guide is very well done, a great way to get an overview of the size of the Grand Canyon","Friends","0","","Written June 3, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Katherine J","https://www.tripadvisor.com/Profile/KatieLRJune","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/59/13/a0/caption.jpg","","5","May 2024 • Couples","Amazing","This was amazing! Presley was great and super friendly! The flight over the Grand Canyon was beautiful, Antelope Canyon was like being in a different world and Trey was our guide through there….he showed us some of the best views to get great pictures…. Kelly took us out on the boat and let me just tell you, it was amazing! This was soooo worth it!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/3d/6d/44/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/3d/6d/43/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/3d/6d/42/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/3d/6d/41/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/3d/6d/40/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/3d/6d/3f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2c/3d/6d/3e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/3d/6d/3d/caption.jpg","Written May 21, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Olivia N","https://www.tripadvisor.com/Profile/olivian971","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg","","5","May 2024 • Family","Excellent family option","Very enjoyable and informative flight. Our pilot was excellent and the trip was amazing to see how vast the Grand Canyon is.","Family","0","","Written May 17, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Ajijicmon","https://www.tripadvisor.com/Profile/Ajijicmon","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg","The Woodlands, TX","5","Apr 2024 • Family","This tour had it all!","We added on extra on to the tour. The additional was a 45 minutes plane ride through the Grand Canyon, landing at Page, Arizona. While you have to meet the tour guides at the airport at 5:45, it was so worth it. At Page, we saw the massive Glen Canyon dam and Lake Powell followed by a walk through the otherworldly Upper Antelope Canyon sandstone that nature has carved. Then we took a 4 to 4 1/2 hours float trip down the Colorado River, seeing feral horses and petraglyhs carved by Indians in the canyon walls. The guides were all courteous and highly informative. Best day long tour ever!","Family","0","","Written May 7, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Chris H","https://www.tripadvisor.com/Profile/953christoferh","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg","","5","Mar 2024 • Family","Tour was great","The tour was great.  The views were great.  The small plane ride was fun.  The pilot Captain Sam was great.  The first officer was great.  Some snow at top of Canyon edges.  Good views of Colorado River.  Easy to find airport.  Plenty of parking.  Five minutes from gate to Grand Canyon.","Family","0","","Written March 20, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Tracy B","https://www.tripadvisor.com/Profile/tracybV2457GM","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg","","5","Feb 2024 • Family","it was a great expiration!","the trip was great the young lady piolet was very informative  and the people where we took off from was great! would recommend this outfit to anyone!","Family","0","","Written February 19, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Enda M","https://www.tripadvisor.com/Profile/866endam","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg","Cork, Ireland","1","","No refunds for weather cancellations","Weather cancellation, no refund !!!<br /><br /> not sure who is to blame but on this platform you need bear in mind it is third party after third party you never seem to be booking with the actual tour operator. I've lost hours trying to find someone who can help<br /><br />Maybe don't avoid the tour just don't book here ","","0","https://media-cdn.tripadvisor.com/media/photo-w/2b/57/cd/3f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2b/57/cd/3e/caption.jpg","Written February 2, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"vintagechina","https://www.tripadvisor.com/Profile/vintagechina","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg","Temecula, CA","5","Dec 2023 • Family","Another View","I experienced the Grand Canyon many years ago so it was time to experience it again with my family. We were picked up at our hotel and driven to the airport. It was a short drive but gave us a chance to see the surrounding area. The flight was uneventful thankfully, it was about 30 minutes to the canyon but enabled us to see Lake Mead and the dam. The flight over the canyon was about 45 minutes. One side had the view going and the other on the way back. It was quite amazing but it was difficult to gauge the depth. Steven our pilot was excellent adding information to the pre recorded info. <br /> It was not the least expensive activity we did but well worth the trip. <br />  If you can make sure you are not in the second row from the front or all your photos will have the wing support in them. <br />  If you can make time for something different.","Family","0","","Written January 4, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"bc","https://www.tripadvisor.com/Profile/Fearless48492661083","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg","Minneapolis, MN","5","Jan 2024 • Family","Don’t miss!","We booked a flight for our family of 4. We were greeted kindly at check in, met our pilot Captain Jack and took off on a great adventure! <br /><br />My 16 yo daughter is about to venture into flight lessons, so when they offered her the seat up front she was giddy. Captain Jack made us all comfortable and took us on a very smooth and informative flight.<br /><br />The rest of the fam had a great time too! The canyon is not to be missed from this pov!","Family","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/25/47/30/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2b/25/47/2f/caption.jpg","Written January 3, 2024","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Albert Z","https://www.tripadvisor.com/Profile/69albertz","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","Petersfield, UK","5","Nov 2023 • Couples","Full package worth hefty price tag","As probably a once in a lifetime visit we did the full package which although expensive we felt we got full value. Pick up from Las Vegas hotel  to Boulder City 30min or so then a small plane ride passing over Hoover dam. Great views and get to see the Canyon and the approach to it. Both had window seats for great views. Helicopter ride along Canyon then down into it for landing and a boat trip of 30 min or so. Spectacular views and felt we were the only ones there. Quiet season but most people at top of rim. Helicopter back  out then 2 hrs to explore viewpoints around the West Rim before plane trip back and drop off at hotel. Each bit of the package gave a different perspective but maybe river view with Indian boat guide gave the least touristy viewpoint ","Couples","0","","Written November 12, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Karen M","https://www.tripadvisor.com/Profile/karenmN2879VO","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","Honolulu, HI","5","Sep 2023 • Couples","Long day but worth it","So we booked this through the Xanterra site that you get when you go to the Grand Canyon National Park site and look for activities. Right now it says that it's not available: what happened to us is that it was unavailable until spring, when they settle on the price etc. for the new tourist season. I asked to be put on an email notification so that it wouldn't sell out on the two days we had available in September, and that worked out. I was pretty persistent about checking on it with Xanterra. <br />First of all, it's a really, really long day. Just be prepared for that. You get up super early to drive over and check in, then wait at the airport for the sun to rise. The plane ride over the canyon was amazing: views that were so beautiful they made me cry. I appreciated that we both got window seats with an empty middle seat between us. There are headphones with recorded narration. <br />After flying over the canyon and Horseshoe Bend, you land at Lake Powell airport. We took pictures with the plane, had a bathroom break in the small airport, then met up with our Navajo nation guide for the trip to Antelope Canyon. She was very kind, patient,  and welcoming. The ride is in an open air truck  with two rows of bench seats. There is an overhead cover and there are seat belts. She took us into the area and then up to the canyon. I was a little worried because multiple buses pulled up and lots of people got out, but the guides handled it beautifully. Each group waited while the one ahead went into each area, took photos while listening to the guide, and then moved ahead. Very well organized. I had never been in a slot canyon and it was truly beautiful and very cool. The photos were amazing; our guide was full of tips about phone settings and positions in the canyon for various types of pictures. <br />We were taken to a water sports/activities center where we could refill water bottles and use the restroom while we waited outside. It was a little awkward. There we met up with another group and went through metal detectors before boarding a bus to the Lake Powell dam. At the foot of the dam we got into small open boats and floated down the Colorado river and around Horseshoe Bend, stopping to look at rock formations, wild horses (!),  and views along the way. We got out of the boats once at a spot that had porta potties and amazingly clear Native American hieroglyphics. The water was too cold for swimming unless you were very hardy. The float trip was lovely, but a bit long since you couldn't move around very much on the boat and it was very sunny/hot. Also, the lunch provided was okay but not much....and they gave it to us while we were waiting for the bus and told us not to eat it on the bus, so we started eating before the bus and had to stop...it was strangely inefficient and not enough food for the day. Bring snacks and refill your water whenever you get the chance. <br />Bus ride home was worst part; comfortable but long with only one stop. Those of us who had done the plane part of the trip had to wait as the bus wound its way through Grand Canyon Village and slowly disembarked the others, so very late getting back to our vehicle and a really long time between bathroom breaks! (Also, the airport is pretty much closed when you get back so don't expect a bathroom there.) <br />All in all, a long day but so many great experiences!","Couples","0","","Written November 1, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Karen M","https://www.tripadvisor.com/Profile/karenmN2879VO","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg","Honolulu, HI","5","Sep 2023 • Couples","It was so beautiful it made me cry!","We took a flight from the South Rim to Lake Powell as part of an all day package offered by Xanterra: flight, Antelope Canyon, float trip around Horseshoe Bend. This tour starts super early: an activities lady at Bright Angel Lodge told us to get there 15 minutes before the time on the tour, but that was really too early. We sat in the hangar and waited until after the sun came up before we left. Also, plan your breakfast: NOTHING is open in the village. Our pilots were Craig and Jacob, and they were great, very polite and personable. The small plane had rows of 3 seats, and I really appreciated that those of us in couples were both given window seats with an empty middle seat. There were headphones with narration. The views were really amazing, just awe-inspiring. I would do it again.","Couples","0","","Written October 31, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Luit","https://www.tripadvisor.com/Profile/luit2020r","https://media-cdn.tripadvisor.com/media/photo-o/27/52/fa/66/luit2020r.jpg","Avellino, Italy","5","Oct 2023 • Couples","Crazy 🤩","Absolutely fantastic, once in a lifetime experience. 18-seater airplane that flies over the Colorado River, Hoover Dam, Grand Canyon, two stops with shuttle and breathtaking views. The second stage of Guano is much more beautiful than that of Eagle. In addition to the cost of the ticket, we paid $20 each for fuel costs. Advised!","Couples","0","https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/6f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/6e/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/6d/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/6c/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/6b/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/6a/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-o/2a/aa/96/69/caption.jpg","Written October 24, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"WeMiFr Z","https://www.tripadvisor.com/Profile/wemifrz","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg","","5","Oct 2023 • Couples","Sightseeing flight to Horseshoe Bend a great experience","The 30-minute flight to Horseshoe Bend, among other places, was a unique and wonderful experience. The crew was super nice and the flight was very pleasant.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-w/2a/a2/2a/bb/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/a2/2a/ba/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/a2/2a/b9/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/a2/2a/b8/caption.jpg","Written October 20, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Meg Y","https://www.tripadvisor.com/Profile/863megy","","","4","Sep 2023 • Solo","Incredible sites all bundled for convenience.","Overall, it was very good. I loved it being bundled together so that the plans for the day was taken care of. The sites were really incredible. I'm giving a 4-star because I do wish there was a super knowledgeable guide with our group for the entire duration to answer questions and help with the transition between tours. I would have preferred an actual person giving the talking tour during the airplane as well. If you take this tour, be sure to bring your own snacks as the ""lunch"" isn't filling and is pretty early in the morning. ","Solo","0","https://media-cdn.tripadvisor.com/media/photo-w/2a/89/43/13/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/89/43/12/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/89/43/11/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/89/43/10/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-w/2a/89/43/0f/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/89/43/0d/caption.jpg","Written October 8, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Pathfinder792773","https://www.tripadvisor.com/Profile/Pathfinder792773","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg","","1","Sep 2023 • Family","A big flop","Sat at the door. Window too far to look down. In front of me were 2 XXXXL people who even blocked the aisle. Irresponsible . So I couldn't see anything through the right window. And to make matters worse, my headphones didn't work either. Paid $229 for this. Really wasted money. Seen more from the ground. So I couldn't take any photos either. So definitely not recommended. Couldn't file a complaint because it was the last flight of the day and the pilot had already left before anyone got off and the airport was closed. Went outside through a gate","Family","0","","Written October 4, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Joyfull7572","https://www.tripadvisor.com/Profile/Joyfull7572","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg","","5","Oct 2023 • Couples","THIS is the way to see the Grand Canyon!","I’ve done the helicopter tour many years ago it was great but short for the $$$. We decided to take the plane tour since it was longer and less $$. WOW it as great only 9 passengers! I had the left view my husband had the right view. Great videos and pics from each side. Doesn’t get better than this!","Couples","0","","Written October 3, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Jennifer K","https://www.tripadvisor.com/Profile/jenniferk537","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg","","4","Sep 2023 • Couples","Great Experience! Forget the Food.","Our tour guide and driver were really good. However, you have to pay extra $20 / person for the guided walking tour otherwise you go on a small bus with Native guides. The restaurant is not good the food was dry and just not even worth the extra money just buy lunch at the canyon.  Otherwise it's a great experience. ","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/72/ee/61/caption.jpg","Written September 28, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"Mary S","https://www.tripadvisor.com/Profile/marysO9336TK","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg","Charlotte, NC","4","Sep 2023 • Couples","Plane, float trip  ... awesome; poor guide at Antelope Canyon","Loved the airplane ride over the Grand Canyons and the float trip down the Glen Canyon. I was disappointed in the Antelope slot tour due to the poor guide. First, she was right rude when she picked us complaining we were late. Ahh, I didn't fly the plane nor did anyone n the group. Second, We had visited the Antelope Canyon previously and with a different tour group. This tour guide rushed us through the canyon and only took one photo, which was as poorly done. She did not get the wings like Leland. Leland took remarkable photos of everyone at multiple locations and knew how to set everyone's cameras just right. He played an instrument in one part f the canyon. Gave him a more stories and history. I recommend changing your partnership that does the tours in the nice van vs. the back of a pickup. <br /><br />Since I had done it before, I knew the difference. <br /><br />Loved Loved the plane and float trip, which is what I really wanted.","Couples","0","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/6c/98/00/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/6c/97/ff/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/6c/97/fe/caption.jpg
https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/6c/97/fd/caption.jpg","Written September 25, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
"russell g","https://www.tripadvisor.com/Profile/cyprustraveller553","https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg","Pissouri, Cyprus","5","Aug 2023 • Couples","South Rim Canyon Flight","We took a morning flight over the canyon from Tusayan; Simply stunning; Our pilots were excellent, well informed, very friendly and the commentary was very clear; could not have asked for more, thankyou!","Couples","0","","Written September 23, 2023","This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC."
